year,name,gross,theaters,totalGross,relDate,distributor
2002,Spy Kids 2: Island of Lost Dreams,"$85,426,231","3,307","$85,846,429",Aug 7,Dimension Films
2002,Blade II,"$82,348,319","2,707","$82,348,319",Mar 22,New Line Cinema
2002,Snow Dogs,"$81,172,560","2,454","$81,172,560",Jan 18,Walt Disney Studios Motion Pictures
2002,We Were Soldiers,"$78,122,718","3,143","$78,122,718",Mar 1,Paramount Pictures
2002,Barbershop,"$75,600,370","2,176","$75,782,105",Sep 13,Metro-Goldwyn-Mayer (MGM)
2002,The Rookie,"$75,600,072","2,543","$75,600,072",Mar 29,Walt Disney Studios Motion Pictures
2002,Spirit: Stallion of the Cimarron,"$73,280,117","3,362","$73,280,117",May 24,DreamWorks Distribution
2002,John Q,"$71,756,802","2,505","$71,756,802",Feb 15,New Line Cinema
2002,Divine Secrets of the Ya-Ya Sisterhood,"$69,599,016","2,792","$69,599,016",Jun 7,Warner Bros.
2002,Insomnia,"$67,355,513","2,610","$67,355,513",May 24,Warner Bros.
2002,Changing Lanes,"$66,818,548","2,642","$66,818,548",Apr 12,Paramount Pictures
2002,Stuart Little 2,"$64,883,156","3,282","$64,956,806",Jul 19,Sony Pictures Entertainment (SPE)
2002,Jackass: The Movie,"$64,088,388","2,532","$64,255,312",Oct 25,Paramount Pictures
2002,Catch Me If You Can,"$62,572,761","3,225","$164,615,351",Dec 25,DreamWorks Distribution
2002,Maid in Manhattan,"$62,130,801","3,050","$94,011,225",Dec 13,Revolution Studios
2002,The Time Machine,"$56,832,494","2,958","$56,832,494",Mar 8,DreamWorks Distribution
2002,The Count of Monte Cristo,"$54,234,062","2,211","$54,234,062",Jan 25,Walt Disney Studios Motion Pictures
2002,Unfaithful,"$52,775,765","2,625","$52,775,765",May 8,Twentieth Century Fox
2002,Like Mike,"$51,432,760","2,436","$51,432,760",Jul 3,Twentieth Century Fox
2002,Ocean's Eleven,"$51,268,627","3,075","$183,417,150",Dec 7,Warner Bros.
2002,The Tuxedo,"$50,449,608","3,022","$50,547,998",Sep 27,DreamWorks Distribution
2002,Two Weeks Notice,"$50,201,319","2,755","$93,354,851",Dec 20,Warner Bros.
2002,Peter Pan 2: Return to Never Land,"$48,430,258","2,626","$48,430,258",Feb 15,Walt Disney Studios Motion Pictures
2002,Big Fat Liar,"$48,360,547","2,534","$48,360,547",Feb 8,Universal Pictures
2002,The Royal Tenenbaums,"$43,127,147",999,"$52,364,010",Dec 14,Walt Disney Studios Motion Pictures
2002,Reign of Fire,"$43,061,982","2,629","$43,061,982",Jul 12,Walt Disney Studios Motion Pictures
2002,High Crimes,"$41,543,917","2,747","$41,543,917",Apr 5,Twentieth Century Fox
2002,About a Boy,"$41,385,278","1,756","$41,385,278",May 17,Universal Pictures
2002,A Walk to Remember,"$41,281,092","2,420","$41,281,092",Jan 25,Warner Bros.
2002,Orange County,"$41,076,018","2,317","$41,076,018",Jan 11,Paramount Pictures
2002,Windtalkers,"$40,914,068","2,898","$40,914,068",Jun 14,Metro-Goldwyn-Mayer (MGM)
2002,Gosford Park,"$40,895,232",918,"$41,308,615",Dec 26,USA Films
2002,Blue Crush,"$40,390,647","3,015","$40,390,647",Aug 16,Universal Pictures
2002,The Master of Disguise,"$40,388,794","2,568","$40,388,794",Aug 2,Revolution Studios
2002,I Am Sam,"$40,263,224","1,450","$40,311,852",Dec 28,New Line Cinema
2002,Resident Evil,"$40,119,709","2,528","$40,119,709",Mar 15,Screen Gems
2002,Collateral Damage,"$40,077,257","2,824","$40,077,257",Feb 8,Warner Bros.
2002,Enough,"$40,007,742","2,623","$40,007,742",May 24,Sony Pictures Entertainment (SPE)
2002,Drumline,"$39,116,389","1,837","$56,399,184",Dec 13,Twentieth Century Fox
2002,Undercover Brother,"$39,089,928","2,169","$39,089,928",May 31,Universal Pictures
2002,Showtime,"$38,082,712","2,917","$38,082,712",Mar 15,Warner Bros.
2002,40 Days and 40 Nights,"$37,950,822","2,399","$37,950,822",Mar 1,Miramax
2002,Crossroads,"$37,191,304","2,713","$37,191,304",Feb 15,Paramount Pictures
2002,Clockstoppers,"$36,989,956","2,563","$36,989,956",Mar 29,Paramount Pictures
2002,The Mothman Prophecies,"$35,746,370","2,331","$35,746,370",Jan 25,Screen Gems
2002,Star Trek: Nemesis,"$35,494,352","2,711","$43,254,409",Dec 13,Paramount Pictures
2002,E.T. the Extra-Terrestrial,"$35,306,015","3,007","$35,306,015",Mar 22,Universal Pictures
2002,Jimmy Neutron: Boy Genius,"$35,234,466","3,151","$80,936,232",Dec 21,Paramount Pictures
2002,K-19: The Widowmaker,"$35,168,966","2,830","$35,168,966",Jul 19,Paramount Pictures
2002,Gangs of New York,"$34,325,000","2,340","$77,812,000",Dec 20,Miramax
2002,In the Bedroom,"$33,985,039","1,103","$35,930,604",Nov 23,Miramax
2002,Treasure Planet,"$33,767,017","3,227","$38,176,783",Nov 27,Walt Disney Studios Motion Pictures
2002,I Spy,"$33,297,730","3,182","$33,561,137",Nov 1,Sony Pictures Entertainment (SPE)
2002,Friday After Next,"$32,351,900","1,621","$33,253,609",Nov 22,New Line Cinema
2002,Vanilla Sky,"$31,997,193","2,842","$100,618,344",Dec 14,Paramount Pictures
2002,Murder by Numbers,"$31,945,749","2,663","$31,945,749",Apr 19,Warner Bros.
2002,One Hour Photo,"$31,587,882","1,332","$31,597,131",Aug 21,Fox Searchlight Pictures
2002,Monster's Ball,"$31,111,028",714,"$31,273,922",Dec 26,Lionsgate
2002,Halloween: Resurrection,"$30,354,442","2,094","$30,354,442",Jul 12,Dimension Films
2002,Queen of the Damned,"$30,336,800","2,511","$30,336,800",Feb 22,Warner Bros.
2002,Dragonfly,"$30,323,400","2,507","$30,323,400",Feb 22,Universal Pictures
2002,The Banger Sisters,"$30,307,416","2,739","$30,307,416",Sep 20,Fox Searchlight Pictures
2002,Bad Company,"$30,160,161","2,944","$30,160,161",Jun 7,Walt Disney Studios Motion Pictures
2002,Space Station 3D,"$30,126,705",64,"$93,383,953",Apr 19,IMAX
2002,Kate & Leopold,"$29,899,574","2,467","$47,121,859",Dec 25,Miramax
2002,The New Guy,"$29,760,152","2,687","$29,760,152",May 10,Revolution Studios
2002,Ghost Ship,"$29,662,862","2,787","$30,113,491",Oct 25,Warner Bros.
2002,Harry Potter and the Sorcerer's Stone,"$29,059,541","3,672","$317,575,550",Nov 16,Warner Bros.
2002,Analyze That,"$28,739,707","2,635","$32,130,627",Dec 6,Warner Bros.
2002,Swimfan,"$28,564,995","2,860","$28,564,995",Sep 6,Twentieth Century Fox
2002,The Crocodile Hunter: Collision Course,"$28,442,574","2,535","$28,442,574",Jul 12,Metro-Goldwyn-Mayer (MGM)
2002,Brown Sugar,"$27,273,283","1,378","$27,363,891",Oct 11,Fox Searchlight Pictures
2002,Blood Work,"$26,235,081","2,525","$26,235,081",Aug 9,Warner Bros.
2002,All About the Benjamins,"$25,916,319","1,519","$25,916,319",Mar 8,New Line Cinema
2002,The Transporter,"$25,272,510","2,610","$25,296,447",Oct 11,Twentieth Century Fox
2002,Jonah: A VeggieTales Movie,"$25,230,712","1,625","$25,581,229",Oct 4,Artisan Entertainment
2002,The Sweetest Thing,"$24,718,164","2,670","$24,718,164",Apr 12,Sony Pictures Entertainment (SPE)
2002,Beauty and the Beast,"$24,168,654",68,"$25,487,190",Jan 1,Walt Disney Studios Motion Pictures
2002,The Hot Chick,"$23,995,607","2,246","$35,081,594",Dec 13,Walt Disney Studios Motion Pictures
2002,Eight Crazy Nights,"$23,341,502","2,503","$23,586,598",Nov 27,Sony Pictures Entertainment (SPE)
2002,City by the Sea,"$22,457,568","2,575","$22,449,000",Sep 6,Warner Bros.
2002,The Wild Thornberrys,"$22,411,533","3,012","$40,108,697",Dec 20,Paramount Pictures
2002,Ali,"$21,508,157","2,521","$58,203,105",Dec 25,Sony Pictures Entertainment (SPE)
2002,Van Wilder,"$21,305,259","2,104","$21,305,259",Apr 5,Artisan Entertainment
2002,Frida,"$20,518,988",794,"$25,885,000",Oct 25,Miramax
2002,Martin Lawrence Live: Runteldat,"$19,184,820",774,"$19,184,820",Aug 2,Paramount Pictures
2002,Hart's War,"$19,077,641","2,459","$19,077,641",Feb 15,Metro-Goldwyn-Mayer (MGM)
2002,Rollerball,"$18,990,798","2,762","$18,990,798",Feb 8,Metro-Goldwyn-Mayer (MGM)
2002,Tuck Everlasting,"$18,795,418","1,460","$19,161,999",Oct 11,Walt Disney Studios Motion Pictures
2002,Super Troopers,"$18,492,362","1,805","$18,492,362",Feb 15,Fox Searchlight Pictures
2002,"Monsters, Inc.","$18,407,006","3,649","$255,873,250",Nov 2,Walt Disney Studios Motion Pictures
2002,The Four Feathers,"$18,306,166","2,187","$18,306,166",Sep 20,Paramount Pictures
2002,Punch-Drunk Love,"$17,844,216","1,293","$17,844,216",Oct 11,Revolution Studios
2002,Amélie,"$17,436,294",303,"$33,225,499",Nov 2,Miramax
2002,Eight Legged Freaks,"$17,322,606","2,530","$17,322,606",Jul 17,Warner Bros.
2002,The Country Bears,"$16,990,825","2,553","$16,990,825",Jul 26,Walt Disney Studios Motion Pictures
2002,Serving Sara,"$16,930,185","2,174","$16,930,185",Aug 23,Paramount Pictures
2002,White Oleander,"$16,357,770","1,510","$16,357,770",Oct 11,Warner Bros.
2002,Kung Pow: Enter the Fist,"$16,037,962","2,478","$16,037,962",Jan 25,Twentieth Century Fox
2002,Empire,"$15,413,065",869,"$17,600,423",Dec 6,Universal Pictures
2002,Half Past Dead,"$15,374,912","2,113","$15,567,860",Nov 15,Sony Pictures Entertainment (SPE)
2002,Bowling for Columbine,"$15,364,197",248,"$21,576,018",Oct 11,United Artists
2002,The Next Best Thing,"$14,986,688","2,035","$14,990,582",Mar 3,Paramount Pictures
2002,Solaris,"$14,838,227","2,406","$14,973,382",Nov 27,Twentieth Century Fox
2002,Life or Something Like It,"$14,448,589","2,609","$14,448,589",Apr 26,Twentieth Century Fox
2002,Ballistic: Ecks vs. Sever,"$14,307,963","2,705","$14,307,963",Sep 20,Warner Bros.
2002,Stealing Harvard,"$14,036,406","2,366","$14,036,406",Sep 13,Revolution Studios
2002,The Good Girl,"$14,018,296",688,"$14,018,296",Aug 7,Fox Searchlight Pictures
2002,Monsoon Wedding,"$13,885,966",254,"$13,885,966",Feb 22,USA Films
2002,Y tu mamá también,"$13,839,658",286,"$13,839,658",Mar 15,IFC Films
2002,Hey Arnold! The Movie,"$13,728,902","2,534","$13,728,902",Jun 28,Paramount Pictures
2002,The Emperor's Club,"$13,673,240",811,"$14,118,751",Nov 22,Universal Pictures
2002,Juwanna Mann,"$13,670,733","1,325","$13,670,733",Jun 21,Warner Bros.
2002,Feardotcom,"$13,258,249","2,550","$13,258,249",Aug 30,Warner Bros.
2002,Jason X,"$13,121,555","1,879","$13,121,555",Apr 26,New Line Cinema
2002,Frailty,"$13,110,448","1,497","$13,110,448",Apr 12,Lionsgate
2002,How High,"$12,944,920","1,273","$31,178,740",Dec 21,Universal Pictures
2002,Undisputed,"$12,764,457","1,117","$12,764,657",Aug 23,Miramax
2002,They,"$12,616,304","1,623","$12,840,842",Nov 27,Dimension Films
2002,The Majestic,"$11,884,012","2,361","$27,807,266",Dec 21,Warner Bros.
2002,Knockaround Guys,"$11,693,962","1,806","$11,715,637",Oct 11,New Line Cinema
2002,The Powerpuff Girls Movie,"$11,412,414","2,340","$11,412,414",Jul 3,Warner Bros.
2002,CyberWorld,"$11,315,437",38,"$11,253,900",Oct 6,IMAX
2002,Brotherhood of the Wolf,"$11,260,096",405,"$11,260,096",Jan 11,Universal Pictures
2002,Abandon,"$10,727,683","2,347","$10,727,683",Oct 18,Paramount Pictures
2002,Far from Heaven,"$10,303,978",291,"$15,901,849",Nov 8,Focus Features
2002,Sorority Boys,"$10,200,032","1,801","$10,200,032",Mar 22,Walt Disney Studios Motion Pictures
2002,Possession,"$10,113,616",619,"$10,113,733",Aug 16,Focus Features
2002,S1m0ne,"$9,729,415","1,920","$9,688,676",Aug 23,New Line Cinema
2002,The Shipping News,"$9,242,154",434,"$11,434,216",Dec 25,Miramax
2002,Behind Enemy Lines,"$8,641,762","2,844","$58,856,790",Nov 30,Twentieth Century Fox
2002,The Importance of Being Earnest,"$8,384,929",216,"$8,384,929",May 17,Miramax
2002,Death to Smoochy,"$8,364,691","2,164","$8,364,691",Mar 29,Warner Bros.
2002,Joe Somebody,"$8,194,551","2,517","$22,771,646",Dec 21,Twentieth Century Fox
2002,Star Wars: Episode II - Attack of the Clones,"$7,979,225",58,"$8,485,488",Nov 1,Twentieth Century Fox
2002,Not Another Teen Movie,"$7,387,484","2,365","$38,252,284",Dec 14,Sony Pictures Entertainment (SPE)
2002,Shackleton's Antarctic Adventure,"$7,335,696",26,"$15,553,324",Feb 10
2002,Big Trouble,"$7,267,307","1,961","$7,267,307",Apr 5,Walt Disney Studios Motion Pictures
2002,Trapped,"$7,073,251","2,227","$7,073,251",Sep 20,Sony Pictures Entertainment (SPE)
2002,Kissing Jessica Stein,"$7,025,722",319,"$7,025,722",Mar 13,Fox Searchlight Pictures
2002,Moonlight Mile,"$6,788,377",437,"$6,835,856",Sep 27,Walt Disney Studios Motion Pictures
2002,Spider-Man/Men in Black II,"$6,632,970","2,078","$6,632,970",Sep 6,Sony Pictures Entertainment (SPE)
2002,Femme Fatale,"$6,630,252","1,066","$6,630,252",Nov 6,Warner Bros.
2002,The Rules of Attraction,"$6,529,218","1,437","$6,532,619",Oct 11,Lionsgate
2002,Impostor,"$6,285,176","1,870","$6,285,176",Jan 4,Miramax
2002,Deuces Wild,"$6,080,065","1,480","$6,080,065",May 3,Metro-Goldwyn-Mayer (MGM)
2002,Iris,"$5,571,473",220,"$5,594,617",Dec 14,Miramax
2002,Spirited Away,"$5,384,953",714,"$10,055,859",Sep 20,Walt Disney Studios Motion Pictures
2002,The Truth About Charlie,"$5,350,371",755,"$5,350,371",Oct 25,Universal Pictures
2002,Slackers,"$5,285,941","1,893","$5,285,941",Feb 1,Sony Pictures Entertainment (SPE)
2002,Formula 51,"$5,204,007","1,857","$5,204,007",Oct 18,Screen Gems
2002,Real Women Have Curves,"$5,165,916",163,"$5,853,194",Oct 18,Newmarket Films
2002,Birthday Girl,"$5,142,576","1,000","$5,142,576",Feb 1,Miramax
2002,Hollywood Ending,"$4,850,753",772,"$4,850,753",May 3,DreamWorks Distribution
2002,Extreme Ops,"$4,775,724","1,800","$4,842,259",Nov 27,Paramount Pictures
2002,Igby Goes Down,"$4,706,595",156,"$4,777,465",Sep 13,Metro-Goldwyn-Mayer (MGM)
2002,Adaptation.,"$4,551,555",672,"$22,498,520",Dec 6,Sony Pictures Entertainment (SPE)
2002,Italian for Beginners,"$4,544,753",99,"$4,544,753",Jan 18,Miramax
2002,The Adventures of Pluto Nash,"$4,420,080","2,320","$4,420,080",Aug 16,Warner Bros.
2002,Lantana,"$4,338,191",108,"$4,623,189",Dec 14,Lionsgate
2002,Enigma,"$4,301,582",115,"$4,301,582",Apr 19
2002,The Crime of Padre Amaro,"$4,293,774",137,"$5,717,044",Nov 15,IDP Distribution
2002,The Other Side of Heaven,"$4,272,708",306,"$4,720,371",Dec 14,Excel Entertainment
2002,Séraphin: Heart of Stone,"$4,265,443",123,"$6,749,187",Nov 29,Alliance Atlantis Vivafilm
2002,Men with Brooms,"$4,245,870",207,"$4,245,870",Mar 8,Artisan Entertainment
2002,Lovely & Amazing,"$4,222,923",175,"$4,222,923",Jun 28,Lionsgate
2002,Ultimate X: The Movie,"$4,197,492",48,"$4,197,492",May 10,Walt Disney Studios Motion Pictures
2002,Mostly Martha,"$4,133,232",143,"$4,160,475",Aug 16,Paramount Classics
2002,Secretary,"$3,843,970",149,"$4,059,680",Sep 20,Lionsgate
2002,Antwone Fisher,"$3,671,337","1,021","$21,078,145",Dec 19,Fox Searchlight Pictures
2002,T-Rex: Back to the Cretaceous,"$3,337,927",38,"$53,354,743",Oct 23,IMAX
2002,Thirteen Conversations About One Thing,"$3,288,164",68,"$3,288,164",May 24,Sony Pictures Classics
